timestamp,event_type,value
1745418784.8208418,tick,"{'v1': 1419, 'v2': 2838, 'v3': 4257}"
1745418784.8208454,tick,"{'v1': 1420, 'v2': 2840, 'v3': 4260}"
1745418784.8208487,tick,"{'v1': 1421, 'v2': 2842, 'v3': 4263}"
1745418784.8208523,tick,"{'v1': 1422, 'v2': 2844, 'v3': 4266}"
1745418784.8208556,tick,"{'v1': 1423, 'v2': 2846, 'v3': 4269}"
1745418784.8208592,tick,"{'v1': 1424, 'v2': 2848, 'v3': 4272}"
1745418784.8208625,tick,"{'v1': 1425, 'v2': 2850, 'v3': 4275}"
1745418784.8208659,tick,"{'v1': 1426, 'v2': 2852, 'v3': 4278}"
1745418784.8208694,tick,"{'v1': 1427, 'v2': 2854, 'v3': 4281}"
1745418784.8208728,tick,"{'v1': 1428, 'v2': 2856, 'v3': 4284}"
1745418784.8208764,tick,"{'v1': 1429, 'v2': 2858, 'v3': 4287}"
1745418784.82088,tick,"{'v1': 1430, 'v2': 2860, 'v3': 4290}"
1745418784.8208835,tick,"{'v1': 1431, 'v2': 2862, 'v3': 4293}"
1745418784.8208869,tick,"{'v1': 1432, 'v2': 2864, 'v3': 4296}"
1745418784.8208904,tick,"{'v1': 1433, 'v2': 2866, 'v3': 4299}"
1745418784.8208938,tick,"{'v1': 1434, 'v2': 2868, 'v3': 4302}"
1745418784.8208973,tick,"{'v1': 1435, 'v2': 2870, 'v3': 4305}"
1745418784.820901,tick,"{'v1': 1436, 'v2': 2872, 'v3': 4308}"
1745418784.8209043,tick,"{'v1': 1437, 'v2': 2874, 'v3': 4311}"
1745418784.8209078,tick,"{'v1': 1438, 'v2': 2876, 'v3': 4314}"
1745418784.8209112,tick,"{'v1': 1439, 'v2': 2878, 'v3': 4317}"
1745418784.8209147,tick,"{'v1': 1440, 'v2': 2880, 'v3': 4320}"
1745418784.820918,tick,"{'v1': 1441, 'v2': 2882, 'v3': 4323}"
1745418784.8209217,tick,"{'v1': 1442, 'v2': 2884, 'v3': 4326}"
1745418784.820925,tick,"{'v1': 1443, 'v2': 2886, 'v3': 4329}"
1745418784.8209283,tick,"{'v1': 1444, 'v2': 2888, 'v3': 4332}"
1745418784.820932,tick,"{'v1': 1445, 'v2': 2890, 'v3': 4335}"
1745418784.8209355,tick,"{'v1': 1446, 'v2': 2892, 'v3': 4338}"
1745418784.8209388,tick,"{'v1': 1447, 'v2': 2894, 'v3': 4341}"
1745418784.8209424,tick,"{'v1': 1448, 'v2': 2896, 'v3': 4344}"
1745418784.8209457,tick,"{'v1': 1449, 'v2': 2898, 'v3': 4347}"
1745418784.8209534,tick,"{'v1': 1450, 'v2': 2900, 'v3': 4350}"
1745418784.8209574,tick,"{'v1': 1451, 'v2': 2902, 'v3': 4353}"
1745418784.820961,tick,"{'v1': 1452, 'v2': 2904, 'v3': 4356}"
1745418784.8209646,tick,"{'v1': 1453, 'v2': 2906, 'v3': 4359}"
1745418784.820968,tick,"{'v1': 1454, 'v2': 2908, 'v3': 4362}"
1745418784.8209715,tick,"{'v1': 1455, 'v2': 2910, 'v3': 4365}"
1745418784.820975,tick,"{'v1': 1456, 'v2': 2912, 'v3': 4368}"
1745418784.8209784,tick,"{'v1': 1457, 'v2': 2914, 'v3': 4371}"
1745418784.8209817,tick,"{'v1': 1458, 'v2': 2916, 'v3': 4374}"
1745418784.8209853,tick,"{'v1': 1459, 'v2': 2918, 'v3': 4377}"
1745418784.820989,tick,"{'v1': 1460, 'v2': 2920, 'v3': 4380}"
1745418784.8209922,tick,"{'v1': 1461, 'v2': 2922, 'v3': 4383}"
1745418784.8209958,tick,"{'v1': 1462, 'v2': 2924, 'v3': 4386}"
1745418784.8209991,tick,"{'v1': 1463, 'v2': 2926, 'v3': 4389}"
1745418784.8210027,tick,"{'v1': 1464, 'v2': 2928, 'v3': 4392}"
1745418784.821006,tick,"{'v1': 1465, 'v2': 2930, 'v3': 4395}"
1745418784.8210094,tick,"{'v1': 1466, 'v2': 2932, 'v3': 4398}"
1745418784.821013,tick,"{'v1': 1467, 'v2': 2934, 'v3': 4401}"
1745418784.8210166,tick,"{'v1': 1468, 'v2': 2936, 'v3': 4404}"
1745418784.8210201,tick,"{'v1': 1469, 'v2': 2938, 'v3': 4407}"
1745418784.8210235,tick,"{'v1': 1470, 'v2': 2940, 'v3': 4410}"
1745418784.821027,tick,"{'v1': 1471, 'v2': 2942, 'v3': 4413}"
1745418784.8210304,tick,"{'v1': 1472, 'v2': 2944, 'v3': 4416}"
1745418784.8210337,tick,"{'v1': 1473, 'v2': 2946, 'v3': 4419}"
1745418784.8210373,tick,"{'v1': 1474, 'v2': 2948, 'v3': 4422}"
1745418784.8210406,tick,"{'v1': 1475, 'v2': 2950, 'v3': 4425}"
1745418784.8210442,tick,"{'v1': 1476, 'v2': 2952, 'v3': 4428}"
1745418784.8210478,tick,"{'v1': 1477, 'v2': 2954, 'v3': 4431}"
1745418784.8210511,tick,"{'v1': 1478, 'v2': 2956, 'v3': 4434}"
1745418784.8210547,tick,"{'v1': 1479, 'v2': 2958, 'v3': 4437}"
1745418784.821058,tick,"{'v1': 1480, 'v2': 2960, 'v3': 4440}"
1745418784.8210614,tick,"{'v1': 1481, 'v2': 2962, 'v3': 4443}"
1745418784.821065,tick,"{'v1': 1482, 'v2': 2964, 'v3': 4446}"
1745418784.8210685,tick,"{'v1': 1483, 'v2': 2966, 'v3': 4449}"
1745418784.8210719,tick,"{'v1': 1484, 'v2': 2968, 'v3': 4452}"
1745418784.8210754,tick,"{'v1': 1485, 'v2': 2970, 'v3': 4455}"
1745418784.821079,tick,"{'v1': 1486, 'v2': 2972, 'v3': 4458}"
1745418784.8210824,tick,"{'v1': 1487, 'v2': 2974, 'v3': 4461}"
1745418784.8210857,tick,"{'v1': 1488, 'v2': 2976, 'v3': 4464}"
1745418784.8210893,tick,"{'v1': 1489, 'v2': 2978, 'v3': 4467}"
1745418784.8210926,tick,"{'v1': 1490, 'v2': 2980, 'v3': 4470}"
1745418784.8210962,tick,"{'v1': 1491, 'v2': 2982, 'v3': 4473}"
1745418784.8210995,tick,"{'v1': 1492, 'v2': 2984, 'v3': 4476}"
1745418784.821103,tick,"{'v1': 1493, 'v2': 2986, 'v3': 4479}"
1745418784.8211064,tick,"{'v1': 1494, 'v2': 2988, 'v3': 4482}"
1745418784.82111,tick,"{'v1': 1495, 'v2': 2990, 'v3': 4485}"
1745418784.8211133,tick,"{'v1': 1496, 'v2': 2992, 'v3': 4488}"
1745418784.821117,tick,"{'v1': 1497, 'v2': 2994, 'v3': 4491}"
1745418784.8211203,tick,"{'v1': 1498, 'v2': 2996, 'v3': 4494}"
1745418784.8211238,tick,"{'v1': 1499, 'v2': 2998, 'v3': 4497}"
1745418784.8211272,tick,"{'v1': 1500, 'v2': 3000, 'v3': 4500}"
1745418784.8211308,tick,"{'v1': 1501, 'v2': 3002, 'v3': 4503}"
1745418784.821134,tick,"{'v1': 1502, 'v2': 3004, 'v3': 4506}"
1745418784.8211377,tick,"{'v1': 1503, 'v2': 3006, 'v3': 4509}"
1745418784.8211412,tick,"{'v1': 1504, 'v2': 3008, 'v3': 4512}"
1745418784.8211446,tick,"{'v1': 1505, 'v2': 3010, 'v3': 4515}"
1745418784.8211482,tick,"{'v1': 1506, 'v2': 3012, 'v3': 4518}"
1745418784.8211515,tick,"{'v1': 1507, 'v2': 3014, 'v3': 4521}"
1745418784.821155,tick,"{'v1': 1508, 'v2': 3016, 'v3': 4524}"
1745418784.8211584,tick,"{'v1': 1509, 'v2': 3018, 'v3': 4527}"
1745418784.821162,tick,"{'v1': 1510, 'v2': 3020, 'v3': 4530}"
1745418784.8211653,tick,"{'v1': 1511, 'v2': 3022, 'v3': 4533}"
1745418784.821169,tick,"{'v1': 1512, 'v2': 3024, 'v3': 4536}"
1745418784.8211722,tick,"{'v1': 1513, 'v2': 3026, 'v3': 4539}"
1745418784.8211758,tick,"{'v1': 1514, 'v2': 3028, 'v3': 4542}"
1745418784.8211794,tick,"{'v1': 1515, 'v2': 3030, 'v3': 4545}"
1745418784.8211827,tick,"{'v1': 1516, 'v2': 3032, 'v3': 4548}"
1745418784.8211863,tick,"{'v1': 1517, 'v2': 3034, 'v3': 4551}"
1745418784.8211899,tick,"{'v1': 1518, 'v2': 3036, 'v3': 4554}"
1745418784.8211932,tick,"{'v1': 1519, 'v2': 3038, 'v3': 4557}"
1745418784.8211968,tick,"{'v1': 1520, 'v2': 3040, 'v3': 4560}"
1745418784.8212001,tick,"{'v1': 1521, 'v2': 3042, 'v3': 4563}"
1745418784.8212037,tick,"{'v1': 1522, 'v2': 3044, 'v3': 4566}"
1745418784.8212073,tick,"{'v1': 1523, 'v2': 3046, 'v3': 4569}"
1745418784.8212106,tick,"{'v1': 1524, 'v2': 3048, 'v3': 4572}"
1745418784.8212142,tick,"{'v1': 1525, 'v2': 3050, 'v3': 4575}"
1745418784.8212178,tick,"{'v1': 1526, 'v2': 3052, 'v3': 4578}"
1745418784.8212214,tick,"{'v1': 1527, 'v2': 3054, 'v3': 4581}"
1745418784.821225,tick,"{'v1': 1528, 'v2': 3056, 'v3': 4584}"
1745418784.8212283,tick,"{'v1': 1529, 'v2': 3058, 'v3': 4587}"
1745418784.8212318,tick,"{'v1': 1530, 'v2': 3060, 'v3': 4590}"
1745418784.8212354,tick,"{'v1': 1531, 'v2': 3062, 'v3': 4593}"
1745418784.8212388,tick,"{'v1': 1532, 'v2': 3064, 'v3': 4596}"
1745418784.8212423,tick,"{'v1': 1533, 'v2': 3066, 'v3': 4599}"
1745418784.821246,tick,"{'v1': 1534, 'v2': 3068, 'v3': 4602}"
1745418784.8212492,tick,"{'v1': 1535, 'v2': 3070, 'v3': 4605}"
1745418784.8212528,tick,"{'v1': 1536, 'v2': 3072, 'v3': 4608}"
1745418784.8212562,tick,"{'v1': 1537, 'v2': 3074, 'v3': 4611}"
1745418784.8212597,tick,"{'v1': 1538, 'v2': 3076, 'v3': 4614}"
1745418784.8212633,tick,"{'v1': 1539, 'v2': 3078, 'v3': 4617}"
1745418784.8212667,tick,"{'v1': 1540, 'v2': 3080, 'v3': 4620}"
1745418784.8212702,tick,"{'v1': 1541, 'v2': 3082, 'v3': 4623}"
1745418784.8212736,tick,"{'v1': 1542, 'v2': 3084, 'v3': 4626}"
1745418784.8212771,tick,"{'v1': 1543, 'v2': 3086, 'v3': 4629}"
1745418784.8212807,tick,"{'v1': 1544, 'v2': 3088, 'v3': 4632}"
1745418784.821284,tick,"{'v1': 1545, 'v2': 3090, 'v3': 4635}"
1745418784.8212874,tick,"{'v1': 1546, 'v2': 3092, 'v3': 4638}"
1745418784.821291,tick,"{'v1': 1547, 'v2': 3094, 'v3': 4641}"
1745418784.8212945,tick,"{'v1': 1548, 'v2': 3096, 'v3': 4644}"
1745418784.821298,tick,"{'v1': 1549, 'v2': 3098, 'v3': 4647}"
1745418784.8213015,tick,"{'v1': 1550, 'v2': 3100, 'v3': 4650}"
1745418784.8213048,tick,"{'v1': 1551, 'v2': 3102, 'v3': 4653}"
1745418784.8213084,tick,"{'v1': 1552, 'v2': 3104, 'v3': 4656}"
1745418784.821312,tick,"{'v1': 1553, 'v2': 3106, 'v3': 4659}"
1745418784.8213153,tick,"{'v1': 1554, 'v2': 3108, 'v3': 4662}"
1745418784.8213189,tick,"{'v1': 1555, 'v2': 3110, 'v3': 4665}"
1745418784.8213224,tick,"{'v1': 1556, 'v2': 3112, 'v3': 4668}"
1745418784.8213258,tick,"{'v1': 1557, 'v2': 3114, 'v3': 4671}"
1745418784.8213294,tick,"{'v1': 1558, 'v2': 3116, 'v3': 4674}"
1745418784.821333,tick,"{'v1': 1559, 'v2': 3118, 'v3': 4677}"
1745418784.8213363,tick,"{'v1': 1560, 'v2': 3120, 'v3': 4680}"
1745418784.8213398,tick,"{'v1': 1561, 'v2': 3122, 'v3': 4683}"
1745418784.8213432,tick,"{'v1': 1562, 'v2': 3124, 'v3': 4686}"
1745418784.8213465,tick,"{'v1': 1563, 'v2': 3126, 'v3': 4689}"
1745418784.82135,tick,"{'v1': 1564, 'v2': 3128, 'v3': 4692}"
1745418784.8213534,tick,"{'v1': 1565, 'v2': 3130, 'v3': 4695}"
1745418784.821357,tick,"{'v1': 1566, 'v2': 3132, 'v3': 4698}"
1745418784.8213603,tick,"{'v1': 1567, 'v2': 3134, 'v3': 4701}"
1745418784.8213637,tick,"{'v1': 1568, 'v2': 3136, 'v3': 4704}"
1745418784.8213673,tick,"{'v1': 1569, 'v2': 3138, 'v3': 4707}"
1745418784.8213708,tick,"{'v1': 1570, 'v2': 3140, 'v3': 4710}"
1745418784.8213742,tick,"{'v1': 1571, 'v2': 3142, 'v3': 4713}"
1745418784.8213778,tick,"{'v1': 1572, 'v2': 3144, 'v3': 4716}"
1745418784.821381,tick,"{'v1': 1573, 'v2': 3146, 'v3': 4719}"
1745418784.8213847,tick,"{'v1': 1574, 'v2': 3148, 'v3': 4722}"
1745418784.821388,tick,"{'v1': 1575, 'v2': 3150, 'v3': 4725}"
1745418784.8213913,tick,"{'v1': 1576, 'v2': 3152, 'v3': 4728}"
1745418784.821395,tick,"{'v1': 1577, 'v2': 3154, 'v3': 4731}"
1745418784.8213983,tick,"{'v1': 1578, 'v2': 3156, 'v3': 4734}"
1745418784.8214061,tick,"{'v1': 1579, 'v2': 3158, 'v3': 4737}"
1745418784.82141,tick,"{'v1': 1580, 'v2': 3160, 'v3': 4740}"
1745418784.8214135,tick,"{'v1': 1581, 'v2': 3162, 'v3': 4743}"
1745418784.8214176,tick,"{'v1': 1582, 'v2': 3164, 'v3': 4746}"
1745418784.821421,tick,"{'v1': 1583, 'v2': 3166, 'v3': 4749}"
1745418784.8214245,tick,"{'v1': 1584, 'v2': 3168, 'v3': 4752}"
1745418784.8214278,tick,"{'v1': 1585, 'v2': 3170, 'v3': 4755}"
1745418784.8214314,tick,"{'v1': 1586, 'v2': 3172, 'v3': 4758}"
1745418784.8214347,tick,"{'v1': 1587, 'v2': 3174, 'v3': 4761}"
1745418784.8214383,tick,"{'v1': 1588, 'v2': 3176, 'v3': 4764}"
1745418784.821442,tick,"{'v1': 1589, 'v2': 3178, 'v3': 4767}"
1745418784.8214452,tick,"{'v1': 1590, 'v2': 3180, 'v3': 4770}"
1745418784.8214488,tick,"{'v1': 1591, 'v2': 3182, 'v3': 4773}"
1745418784.8214524,tick,"{'v1': 1592, 'v2': 3184, 'v3': 4776}"
1745418784.8214557,tick,"{'v1': 1593, 'v2': 3186, 'v3': 4779}"
1745418784.8214593,tick,"{'v1': 1594, 'v2': 3188, 'v3': 4782}"
1745418784.8214626,tick,"{'v1': 1595, 'v2': 3190, 'v3': 4785}"
1745418784.8214662,tick,"{'v1': 1596, 'v2': 3192, 'v3': 4788}"
1745418784.8214695,tick,"{'v1': 1597, 'v2': 3194, 'v3': 4791}"
1745418784.821473,tick,"{'v1': 1598, 'v2': 3196, 'v3': 4794}"
1745418784.8214765,tick,"{'v1': 1599, 'v2': 3198, 'v3': 4797}"
1745418784.8214798,tick,"{'v1': 1600, 'v2': 3200, 'v3': 4800}"
1745418784.8214834,tick,"{'v1': 1601, 'v2': 3202, 'v3': 4803}"
1745418784.821487,tick,"{'v1': 1602, 'v2': 3204, 'v3': 4806}"
1745418784.8214903,tick,"{'v1': 1603, 'v2': 3206, 'v3': 4809}"
1745418784.8214939,tick,"{'v1': 1604, 'v2': 3208, 'v3': 4812}"
1745418784.8214974,tick,"{'v1': 1605, 'v2': 3210, 'v3': 4815}"
1745418784.8215008,tick,"{'v1': 1606, 'v2': 3212, 'v3': 4818}"
1745418784.8215044,tick,"{'v1': 1607, 'v2': 3214, 'v3': 4821}"
1745418784.8215077,tick,"{'v1': 1608, 'v2': 3216, 'v3': 4824}"
1745418784.8215113,tick,"{'v1': 1609, 'v2': 3218, 'v3': 4827}"
1745418784.8215148,tick,"{'v1': 1610, 'v2': 3220, 'v3': 4830}"
1745418784.8215182,tick,"{'v1': 1611, 'v2': 3222, 'v3': 4833}"
1745418784.8215218,tick,"{'v1': 1612, 'v2': 3224, 'v3': 4836}"
1745418784.821525,tick,"{'v1': 1613, 'v2': 3226, 'v3': 4839}"
1745418784.8215287,tick,"{'v1': 1614, 'v2': 3228, 'v3': 4842}"
1745418784.821532,tick,"{'v1': 1615, 'v2': 3230, 'v3': 4845}"
1745418784.8215353,tick,"{'v1': 1616, 'v2': 3232, 'v3': 4848}"
1745418784.821539,tick,"{'v1': 1617, 'v2': 3234, 'v3': 4851}"
1745418784.8215425,tick,"{'v1': 1618, 'v2': 3236, 'v3': 4854}"
1745418784.821546,tick,"{'v1': 1619, 'v2': 3238, 'v3': 4857}"
1745418784.8215494,tick,"{'v1': 1620, 'v2': 3240, 'v3': 4860}"
1745418784.821553,tick,"{'v1': 1621, 'v2': 3242, 'v3': 4863}"
1745418784.8215563,tick,"{'v1': 1622, 'v2': 3244, 'v3': 4866}"
1745418784.82156,tick,"{'v1': 1623, 'v2': 3246, 'v3': 4869}"
1745418784.8215632,tick,"{'v1': 1624, 'v2': 3248, 'v3': 4872}"
1745418784.8215668,tick,"{'v1': 1625, 'v2': 3250, 'v3': 4875}"
1745418784.8215702,tick,"{'v1': 1626, 'v2': 3252, 'v3': 4878}"
1745418784.8215737,tick,"{'v1': 1627, 'v2': 3254, 'v3': 4881}"
1745418784.821577,tick,"{'v1': 1628, 'v2': 3256, 'v3': 4884}"
1745418784.8215806,tick,"{'v1': 1629, 'v2': 3258, 'v3': 4887}"
1745418784.821584,tick,"{'v1': 1630, 'v2': 3260, 'v3': 4890}"
1745418784.8215876,tick,"{'v1': 1631, 'v2': 3262, 'v3': 4893}"
1745418784.8215911,tick,"{'v1': 1632, 'v2': 3264, 'v3': 4896}"
1745418784.8215945,tick,"{'v1': 1633, 'v2': 3266, 'v3': 4899}"
1745418784.821598,tick,"{'v1': 1634, 'v2': 3268, 'v3': 4902}"
1745418784.8216014,tick,"{'v1': 1635, 'v2': 3270, 'v3': 4905}"
1745418784.821605,tick,"{'v1': 1636, 'v2': 3272, 'v3': 4908}"
1745418784.8216083,tick,"{'v1': 1637, 'v2': 3274, 'v3': 4911}"
1745418784.821612,tick,"{'v1': 1638, 'v2': 3276, 'v3': 4914}"
1745418784.8216152,tick,"{'v1': 1639, 'v2': 3278, 'v3': 4917}"
1745418784.8216188,tick,"{'v1': 1640, 'v2': 3280, 'v3': 4920}"
1745418784.8216224,tick,"{'v1': 1641, 'v2': 3282, 'v3': 4923}"
1745418784.8216257,tick,"{'v1': 1642, 'v2': 3284, 'v3': 4926}"
1745418784.8216288,tick,"{'v1': 1643, 'v2': 3286, 'v3': 4929}"
1745418784.8216326,tick,"{'v1': 1644, 'v2': 3288, 'v3': 4932}"
1745418784.8216362,tick,"{'v1': 1645, 'v2': 3290, 'v3': 4935}"
1745418784.8216395,tick,"{'v1': 1646, 'v2': 3292, 'v3': 4938}"
1745418784.8216426,tick,"{'v1': 1647, 'v2': 3294, 'v3': 4941}"
1745418784.8216465,tick,"{'v1': 1648, 'v2': 3296, 'v3': 4944}"
1745418784.82165,tick,"{'v1': 1649, 'v2': 3298, 'v3': 4947}"
1745418784.8216534,tick,"{'v1': 1650, 'v2': 3300, 'v3': 4950}"
1745418784.821657,tick,"{'v1': 1651, 'v2': 3302, 'v3': 4953}"
1745418784.82166,tick,"{'v1': 1652, 'v2': 3304, 'v3': 4956}"
1745418784.8216639,tick,"{'v1': 1653, 'v2': 3306, 'v3': 4959}"
1745418784.821667,tick,"{'v1': 1654, 'v2': 3308, 'v3': 4962}"
1745418784.8216708,tick,"{'v1': 1655, 'v2': 3310, 'v3': 4965}"
1745418784.8216743,tick,"{'v1': 1656, 'v2': 3312, 'v3': 4968}"
1745418784.821678,tick,"{'v1': 1657, 'v2': 3314, 'v3': 4971}"
1745418784.8216813,tick,"{'v1': 1658, 'v2': 3316, 'v3': 4974}"
1745418784.8216848,tick,"{'v1': 1659, 'v2': 3318, 'v3': 4977}"
1745418784.8216882,tick,"{'v1': 1660, 'v2': 3320, 'v3': 4980}"
1745418784.8216918,tick,"{'v1': 1661, 'v2': 3322, 'v3': 4983}"
1745418784.821695,tick,"{'v1': 1662, 'v2': 3324, 'v3': 4986}"
1745418784.8216987,tick,"{'v1': 1663, 'v2': 3326, 'v3': 4989}"
1745418784.821702,tick,"{'v1': 1664, 'v2': 3328, 'v3': 4992}"
1745418784.8217056,tick,"{'v1': 1665, 'v2': 3330, 'v3': 4995}"
1745418784.821709,tick,"{'v1': 1666, 'v2': 3332, 'v3': 4998}"
1745418784.8217125,tick,"{'v1': 1667, 'v2': 3334, 'v3': 5001}"
1745418784.8217156,tick,"{'v1': 1668, 'v2': 3336, 'v3': 5004}"
1745418784.8217194,tick,"{'v1': 1669, 'v2': 3338, 'v3': 5007}"
1745418784.821723,tick,"{'v1': 1670, 'v2': 3340, 'v3': 5010}"
1745418784.8217263,tick,"{'v1': 1671, 'v2': 3342, 'v3': 5013}"
1745418784.82173,tick,"{'v1': 1672, 'v2': 3344, 'v3': 5016}"
1745418784.8217332,tick,"{'v1': 1673, 'v2': 3346, 'v3': 5019}"
1745418784.8217363,tick,"{'v1': 1674, 'v2': 3348, 'v3': 5022}"
1745418784.8217402,tick,"{'v1': 1675, 'v2': 3350, 'v3': 5025}"
1745418784.8217437,tick,"{'v1': 1676, 'v2': 3352, 'v3': 5028}"
1745418784.8217468,tick,"{'v1': 1677, 'v2': 3354, 'v3': 5031}"
1745418784.8217506,tick,"{'v1': 1678, 'v2': 3356, 'v3': 5034}"
1745418784.8217542,tick,"{'v1': 1679, 'v2': 3358, 'v3': 5037}"
1745418784.8217576,tick,"{'v1': 1680, 'v2': 3360, 'v3': 5040}"
1745418784.8217611,tick,"{'v1': 1681, 'v2': 3362, 'v3': 5043}"
1745418784.8217645,tick,"{'v1': 1682, 'v2': 3364, 'v3': 5046}"
1745418784.821768,tick,"{'v1': 1683, 'v2': 3366, 'v3': 5049}"
1745418784.8217716,tick,"{'v1': 1684, 'v2': 3368, 'v3': 5052}"
1745418784.821775,tick,"{'v1': 1685, 'v2': 3370, 'v3': 5055}"
1745418784.8217785,tick,"{'v1': 1686, 'v2': 3372, 'v3': 5058}"
1745418784.821782,tick,"{'v1': 1687, 'v2': 3374, 'v3': 5061}"
1745418784.8217857,tick,"{'v1': 1688, 'v2': 3376, 'v3': 5064}"
1745418784.821789,tick,"{'v1': 1689, 'v2': 3378, 'v3': 5067}"
1745418784.8217926,tick,"{'v1': 1690, 'v2': 3380, 'v3': 5070}"
1745418784.8217962,tick,"{'v1': 1691, 'v2': 3382, 'v3': 5073}"
1745418784.8217998,tick,"{'v1': 1692, 'v2': 3384, 'v3': 5076}"
1745418784.821803,tick,"{'v1': 1693, 'v2': 3386, 'v3': 5079}"
1745418784.8218067,tick,"{'v1': 1694, 'v2': 3388, 'v3': 5082}"
1745418784.82181,tick,"{'v1': 1695, 'v2': 3390, 'v3': 5085}"
1745418784.8218133,tick,"{'v1': 1696, 'v2': 3392, 'v3': 5088}"
1745418784.821817,tick,"{'v1': 1697, 'v2': 3394, 'v3': 5091}"
1745418784.8218203,tick,"{'v1': 1698, 'v2': 3396, 'v3': 5094}"
1745418784.8218238,tick,"{'v1': 1699, 'v2': 3398, 'v3': 5097}"
1745418784.8218274,tick,"{'v1': 1700, 'v2': 3400, 'v3': 5100}"
1745418784.8218307,tick,"{'v1': 1701, 'v2': 3402, 'v3': 5103}"
1745418784.8218343,tick,"{'v1': 1702, 'v2': 3404, 'v3': 5106}"
1745418784.821838,tick,"{'v1': 1703, 'v2': 3406, 'v3': 5109}"
1745418784.8218412,tick,"{'v1': 1704, 'v2': 3408, 'v3': 5112}"
1745418784.8218448,tick,"{'v1': 1705, 'v2': 3410, 'v3': 5115}"
1745418784.8218482,tick,"{'v1': 1706, 'v2': 3412, 'v3': 5118}"
1745418784.8218515,tick,"{'v1': 1707, 'v2': 3414, 'v3': 5121}"
1745418784.8218591,tick,"{'v1': 1708, 'v2': 3416, 'v3': 5124}"
1745418784.8218632,tick,"{'v1': 1709, 'v2': 3418, 'v3': 5127}"
1745418784.8218668,tick,"{'v1': 1710, 'v2': 3420, 'v3': 5130}"
1745418784.8218703,tick,"{'v1': 1711, 'v2': 3422, 'v3': 5133}"
1745418784.8218737,tick,"{'v1': 1712, 'v2': 3424, 'v3': 5136}"
1745418784.8218772,tick,"{'v1': 1713, 'v2': 3426, 'v3': 5139}"
1745418784.8218808,tick,"{'v1': 1714, 'v2': 3428, 'v3': 5142}"
1745418784.8218842,tick,"{'v1': 1715, 'v2': 3430, 'v3': 5145}"
1745418784.8218877,tick,"{'v1': 1716, 'v2': 3432, 'v3': 5148}"
1745418784.821891,tick,"{'v1': 1717, 'v2': 3434, 'v3': 5151}"
1745418784.8218946,tick,"{'v1': 1718, 'v2': 3436, 'v3': 5154}"
1745418784.8218982,tick,"{'v1': 1719, 'v2': 3438, 'v3': 5157}"
1745418784.8219016,tick,"{'v1': 1720, 'v2': 3440, 'v3': 5160}"
1745418784.8219051,tick,"{'v1': 1721, 'v2': 3442, 'v3': 5163}"
1745418784.8219087,tick,"{'v1': 1722, 'v2': 3444, 'v3': 5166}"
1745418784.821912,tick,"{'v1': 1723, 'v2': 3446, 'v3': 5169}"
1745418784.8219156,tick,"{'v1': 1724, 'v2': 3448, 'v3': 5172}"
1745418784.821919,tick,"{'v1': 1725, 'v2': 3450, 'v3': 5175}"
1745418784.8219225,tick,"{'v1': 1726, 'v2': 3452, 'v3': 5178}"
1745418784.8219259,tick,"{'v1': 1727, 'v2': 3454, 'v3': 5181}"
1745418784.8219295,tick,"{'v1': 1728, 'v2': 3456, 'v3': 5184}"
1745418784.821933,tick,"{'v1': 1729, 'v2': 3458, 'v3': 5187}"
1745418784.8219366,tick,"{'v1': 1730, 'v2': 3460, 'v3': 5190}"
1745418784.82194,tick,"{'v1': 1731, 'v2': 3462, 'v3': 5193}"
1745418784.8219435,tick,"{'v1': 1732, 'v2': 3464, 'v3': 5196}"
1745418784.8219469,tick,"{'v1': 1733, 'v2': 3466, 'v3': 5199}"
1745418784.8219502,tick,"{'v1': 1734, 'v2': 3468, 'v3': 5202}"
1745418784.8219538,tick,"{'v1': 1735, 'v2': 3470, 'v3': 5205}"
1745418784.8219573,tick,"{'v1': 1736, 'v2': 3472, 'v3': 5208}"
1745418784.8219607,tick,"{'v1': 1737, 'v2': 3474, 'v3': 5211}"
1745418784.8219643,tick,"{'v1': 1738, 'v2': 3476, 'v3': 5214}"
1745418784.8219678,tick,"{'v1': 1739, 'v2': 3478, 'v3': 5217}"
1745418784.8219714,tick,"{'v1': 1740, 'v2': 3480, 'v3': 5220}"
1745418784.8219748,tick,"{'v1': 1741, 'v2': 3482, 'v3': 5223}"
1745418784.8219783,tick,"{'v1': 1742, 'v2': 3484, 'v3': 5226}"
1745418784.821982,tick,"{'v1': 1743, 'v2': 3486, 'v3': 5229}"
1745418784.8219852,tick,"{'v1': 1744, 'v2': 3488, 'v3': 5232}"
1745418784.8219888,tick,"{'v1': 1745, 'v2': 3490, 'v3': 5235}"
1745418784.8219922,tick,"{'v1': 1746, 'v2': 3492, 'v3': 5238}"
1745418784.8219957,tick,"{'v1': 1747, 'v2': 3494, 'v3': 5241}"
1745418784.8219993,tick,"{'v1': 1748, 'v2': 3496, 'v3': 5244}"
1745418784.8220026,tick,"{'v1': 1749, 'v2': 3498, 'v3': 5247}"
1745418784.8220062,tick,"{'v1': 1750, 'v2': 3500, 'v3': 5250}"
1745418784.8220096,tick,"{'v1': 1751, 'v2': 3502, 'v3': 5253}"
1745418784.8220131,tick,"{'v1': 1752, 'v2': 3504, 'v3': 5256}"
